name,char,line,direction,type,pri_type,domain,sub_domain,nv_resp,interaction,char_type,is_fed,error,value_id
110,Riker,What? Computer  emergency order to Transporter Room Three...,,Wake Word,Command,Communications,Emergency,FALSE,Computer  emergency order to Transporter Room Three…,Person,TRUE,FALSE,328
110,Riker,What? Computer  emergency order to Transporter Room Three...,,Command,Command,Communications,Emergency,FALSE,Computer  emergency order to Transporter Room Three…,Person,TRUE,FALSE,328
110,Computer,(interrupting) New information. Captain Picard is no longer aboard the Enterprise.,CAMERA MOVING IN toward the alien vessel. as Picard MATERIALIZES  back on his flame-scarred only command post. He walks to his captain's chair and sits.,Alert,Alert,InfoSeek,Locate,FALSE,New information. Captain Picard is no longer aboard the Enterprise.,Computer,TRUE,FALSE,329
110,Computer,(interrupting) New information. Captain Picard is no longer aboard the Enterprise.,CAMERA MOVING IN toward the alien vessel. as Picard MATERIALIZES  back on his flame-scarred only command post. He walks to his captain's chair and sits.,Info,Alert,InfoSeek,Locate,FALSE,New information. Captain Picard is no longer aboard the Enterprise.,Computer,TRUE,FALSE,329
113,Computer Voice,Planet and city?,,Response,Clarification,Entertainment,Holodeck,FALSE,Planet and city?,Computer,TRUE,FALSE,14
113,Computer Voice,Planet and city?,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Planet and city?,Computer,TRUE,FALSE,14
113,Picard,Earth... United States... San Francisco  California.,,Statement,Statement,Entertainment,Holodeck,FALSE,Earth... United States... San Francisco  California.,Person,TRUE,FALSE,15
113,Computer Voice,Time period?,,Response,Clarification,Entertainment,Holodeck,FALSE,Time period?,Computer,TRUE,FALSE,16
113,Computer Voice,Time period?,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Time period?,Computer,TRUE,FALSE,16
113,Picard,(pondering it) 1941  A.D.,,Statement,Statement,Entertainment,Holodeck,FALSE,1941  A.D.,Person,TRUE,FALSE,17
113,Computer Voice,File or access code.,,Response,Clarification,Entertainment,Holodeck,FALSE,File or access code.,Computer,TRUE,FALSE,18
113,Computer Voice,File or access code.,,Clarification,Clarification,Entertainment,Holodeck,FALSE,File or access code.,Computer,TRUE,FALSE,18
113,Picard,File Dixon Hill  private detective.,,Statement,Statement,Entertainment,Holodeck,FALSE,File Dixon Hill  private detective.,Person,TRUE,FALSE,19
113,Computer Voice,(a beat) Enter when ready.,Picard steps through doors. ... and comes out in a darkly lit hallway  circa 1941. At the end of the hall is a wooden door with a glass window. The letters on the pane read 'DIXON HILL  PRIVATE INVESTIGATOR.' Picard is pleased. He opens the door... Hill's SECRETARY  a plain blond with a bubbly personality  is just on her way to lunch. She looks Picard up and down with bemusement...,Response,Response,Entertainment,Holodeck,FALSE,Enter when ready.,Computer,TRUE,FALSE,20
113,Picard,Memory: save current setting.,,Command,Command,Entertainment,Holodeck,FALSE,Memory: save current setting.,Person,TRUE,FALSE,44
113,Computer Voice,(after slight pause) Current setting saved.,,Response,Response,Entertainment,Holodeck,FALSE,Current setting saved.,Computer,TRUE,FALSE,45
113,Picard,Holodeck OFF.,heading toward the rendezvous... The officers are gathered around the table...,Statement,Statement,Entertainment,Holodeck,TRUE,Holodeck OFF.,Person,TRUE,FALSE,46
113,Picard,(to computer) Exit! Computer! Exit! We'll try the other exit.,Data dashes to the other exit. At the non-existent exit.,Statement,Statement,Entertainment,Holodeck,FALSE,Exit! Computer! Exit!,Person,TRUE,FALSE,218
113,Picard,(to computer) Exit! Computer! Exit! We'll try the other exit.,Data dashes to the other exit. At the non-existent exit.,Wake Word,Statement,Entertainment,Holodeck,FALSE,Exit! Computer! Exit!,Person,TRUE,FALSE,218
113,Picard,(to computer) Exit! Computer! Exit! We'll try the other exit.,Data dashes to the other exit. At the non-existent exit.,Statement,Statement,Entertainment,Holodeck,FALSE,Exit! Computer! Exit!,Person,TRUE,FALSE,218
113,Data,Computer! Identify exit!,Nothing happens. Data turns and sprints back to the others. Data REJOINS the group.,Wake Word,Command,Entertainment,Holodeck,FALSE,Computer! Identify exit!,Person,TRUE,FALSE,219
113,Data,Computer! Identify exit!,Nothing happens. Data turns and sprints back to the others. Data REJOINS the group.,Command,Command,Entertainment,Holodeck,FALSE,Computer! Identify exit!,Person,TRUE,FALSE,219
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Wake Word,Command,Entertainment,Access,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Wake Word,Command,Entertainment,Holodeck,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Password,Command,Entertainment,Access,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Password,Command,Entertainment,Holodeck,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Command,Command,Entertainment,Access,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Command,Command,Entertainment,Holodeck,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
114,Data,My quarters.,At which  the turbolift HUMS into life and powers downward.,Statement,Statement,IoT,Turbolift,TRUE,My quarters.,Person,TRUE,FALSE,168
116,Picard,Bridge. (then:) And you  Number One? You've earned a good rest. What are you going to do with it?,Riker smiles. The turbolift doors OPEN.,Statement,Statement,IoT,Turbolift,TRUE,Bridge.,Person,TRUE,FALSE,37
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Wake Word,Statement,Entertainment,Holodeck,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Wake Word,Statement,Entertainment,Music,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Statement,Statement,Entertainment,Holodeck,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Statement,Statement,Entertainment,Music,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Conversation,Statement,Entertainment,Holodeck,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Conversation,Statement,Entertainment,Music,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Computer,Specify.,,Response,Clarification,Entertainment,Holodeck,FALSE,Specify.,Computer,TRUE,FALSE,100
116,Computer,Specify.,,Response,Clarification,Entertainment,Music,FALSE,Specify.,Computer,TRUE,FALSE,100
116,Computer,Specify.,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Specify.,Computer,TRUE,FALSE,100
116,Computer,Specify.,,Clarification,Clarification,Entertainment,Music,FALSE,Specify.,Computer,TRUE,FALSE,100
116,Riker,Jazz.,,Statement,Statement,Entertainment,Holodeck,FALSE,Jazz.,Person,TRUE,FALSE,101
116,Riker,Jazz.,,Statement,Statement,Entertainment,Music,FALSE,Jazz.,Person,TRUE,FALSE,101
116,Computer,Era?,,Response,Clarification,Entertainment,Holodeck,FALSE,Era?,Computer,TRUE,FALSE,102
116,Computer,Era?,,Response,Clarification,Entertainment,Music,FALSE,Era?,Computer,TRUE,FALSE,102
116,Computer,Era?,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Era?,Computer,TRUE,FALSE,102
116,Computer,Era?,,Clarification,Clarification,Entertainment,Music,FALSE,Era?,Computer,TRUE,FALSE,102
116,Riker,(pauses) Circa 1958.,,Statement,Statement,Entertainment,Holodeck,FALSE,Circa 1958.,Person,TRUE,FALSE,103
116,Riker,(pauses) Circa 1958.,,Statement,Statement,Entertainment,Music,FALSE,Circa 1958.,Person,TRUE,FALSE,103
116,Computer,Location.,,Response,Clarification,Entertainment,Holodeck,FALSE,Location.,Computer,TRUE,FALSE,104
116,Computer,Location.,,Response,Clarification,Entertainment,Music,FALSE,Location.,Computer,TRUE,FALSE,104
116,Computer,Location.,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Location.,Computer,TRUE,FALSE,104
116,Computer,Location.,,Clarification,Clarification,Entertainment,Music,FALSE,Location.,Computer,TRUE,FALSE,104
116,Riker,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Pause.,Statement,Statement,Entertainment,Holodeck,FALSE,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Person,TRUE,FALSE,105
116,Riker,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Pause.,Statement,Statement,Entertainment,Music,FALSE,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Person,TRUE,FALSE,105
116,Riker,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Pause.,Conversation,Statement,Entertainment,Holodeck,FALSE,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Person,TRUE,FALSE,105
116,Riker,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Pause.,Conversation,Statement,Entertainment,Music,FALSE,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Person,TRUE,FALSE,105
116,Computer,Program complete. Enter when ready.,Riker steps to the entrance. The doors OPEN. Before him is a -- -- JAZZ CLUB -- blue light -- dusty -- low ceiling -- small tables crowded together -- a worn little bandstand lit by pencil spots. Riker's impressed.,Response,Response,Entertainment,Holodeck,FALSE,Program complete. Enter when ready.,Computer,TRUE,FALSE,106
116,Computer,Program complete. Enter when ready.,Riker steps to the entrance. The doors OPEN. Before him is a -- -- JAZZ CLUB -- blue light -- dusty -- low ceiling -- small tables crowded together -- a worn little bandstand lit by pencil spots. Riker's impressed.,Response,Response,Entertainment,Music,FALSE,Program complete. Enter when ready.,Computer,TRUE,FALSE,106
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Wake Word,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Wake Word,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Statement,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Statement,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Conversation,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Conversation,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Wake Word,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Wake Word,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Comment,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Comment,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Conversation,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Conversation,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,(continuing; he turns to the Bynars.) Now that is truly exceptional... (then back to the computer) ...but... more sultry.,And again the girl CHANGES -- this time to a BRUNETTE -- and even more beautiful. This three-dimensional  computer-generated image is so beautiful it takes his breath.,Comment,Statement,Entertainment,Holodeck,TRUE,Now that is truly exceptional... (then back to the computer) ...but... more sultry.,Person,TRUE,FALSE,108
116,Riker,(continuing; he turns to the Bynars.) Now that is truly exceptional... (then back to the computer) ...but... more sultry.,And again the girl CHANGES -- this time to a BRUNETTE -- and even more beautiful. This three-dimensional  computer-generated image is so beautiful it takes his breath.,Comment,Statement,Entertainment,Music,TRUE,Now that is truly exceptional... (then back to the computer) ...but... more sultry.,Person,TRUE,FALSE,108
116,Riker,(continuing; he turns to the Bynars.) Now that is truly exceptional... (then back to the computer) ...but... more sultry.,And again the girl CHANGES -- this time to a BRUNETTE -- and even more beautiful. This three-dimensional  computer-generated image is so beautiful it takes his breath.,Statement,Statement,Entertainment,Holodeck,TRUE,Now that is truly exceptional... (then back to the computer) ...but... more sultry.,Person,TRUE,FALSE,108
116,Riker,(continuing; he turns to the Bynars.) Now that is truly exceptional... (then back to the computer) ...but... more sultry.,And again the girl CHANGES -- this time to a BRUNETTE -- and even more beautiful. This three-dimensional  computer-generated image is so beautiful it takes his breath.,Statement,Statement,Entertainment,Music,TRUE,Now that is truly exceptional... (then back to the computer) ...but... more sultry.,Person,TRUE,FALSE,108
116,Riker,(continuing; he turns to the Bynars.) Now that is truly exceptional... (then back to the computer) ...but... more sultry.,And again the girl CHANGES -- this time to a BRUNETTE -- and even more beautiful. This three-dimensional  computer-generated image is so beautiful it takes his breath.,Conversation,Statement,Entertainment,Holodeck,TRUE,Now that is truly exceptional... (then back to the computer) ...but... more sultry.,Person,TRUE,FALSE,108
116,Riker,(continuing; he turns to the Bynars.) Now that is truly exceptional... (then back to the computer) ...but... more sultry.,And again the girl CHANGES -- this time to a BRUNETTE -- and even more beautiful. This three-dimensional  computer-generated image is so beautiful it takes his breath.,Conversation,Statement,Entertainment,Music,TRUE,Now that is truly exceptional... (then back to the computer) ...but... more sultry.,Person,TRUE,FALSE,108
116,Data,Computer -- situation analysis.,,Wake Word,Statement,Analysis,Emergency,FALSE,Computer -- situation analysis.,Person,TRUE,FALSE,215
116,Data,Computer -- situation analysis.,,Statement,Statement,Analysis,Emergency,FALSE,Computer -- situation analysis.,Person,TRUE,FALSE,215
116,Computer,Estimate release of antimatter in four minutes eighteen seconds -- seventeen seconds -- sixteen seconds...,,Response,Response,Analysis,Emergency,FALSE,Estimate release of antimatter in four minutes eighteen seconds -- seventeen seconds -- sixteen seconds...,Computer,TRUE,FALSE,216
116,Computer,Estimate release of antimatter in four minutes eighteen seconds -- seventeen seconds -- sixteen seconds...,,Countdown,Response,Analysis,Emergency,FALSE,Estimate release of antimatter in four minutes eighteen seconds -- seventeen seconds -- sixteen seconds...,Computer,TRUE,FALSE,216
116,Computer Voice,(echoing) Decks One through Four to Cargo Transporters. Decks Five through Ten: Transporters: One-Two  Three-Four. Decks Six through Sixteen: Transporters: Five-Six  Seven-Eight  Nine-Ten. Decks Seventeen through Twenty-eight to Transporters: Eleven-Twelve  Thirteen-Fourteen. Decks Twenty-nine through Forty-two: Transporters: Fifteen-Sixteen  Seventeen-Eighteen  Nineteen-Twenty. This is not a drill.,(This Voice-Over dialogue should run from SCENE 46 through SCENE 49.) Those people still aboard on the lower decks are SEEN RUNNING OUT of the connecting ramp into the Starbase. Beverly is talking to Doctor Terence Epstein  a young man of twenty-six. She has her notes spread out on a table.,Alert,Alert,Emergency,Emergency,FALSE,Decks One through Four to Cargo Transporters. Decks Five through Ten: Transporters: One-Two  Three-Four. Decks Six through Sixteen: Transporters: Five-Six  Seven-Eight  Nine-Ten. Decks Seventeen through Twenty-eight to Transporters: Eleven-Twelve  Thirteen-Fourteen. Decks Twenty-nine through Forty-two: Transporters: Fifteen-Sixteen  Seventeen-Eighteen  Nineteen-Twenty. This is not a drill.,Computer,TRUE,FALSE,223
116,Computer Voice,(echoing) Decks One through Four to Cargo Transporters. Decks Five through Ten: Transporters: One-Two  Three-Four. Decks Six through Sixteen: Transporters: Five-Six  Seven-Eight  Nine-Ten. Decks Seventeen through Twenty-eight to Transporters: Eleven-Twelve  Thirteen-Fourteen. Decks Twenty-nine through Forty-two: Transporters: Fifteen-Sixteen  Seventeen-Eighteen  Nineteen-Twenty. This is not a drill.,(This Voice-Over dialogue should run from SCENE 46 through SCENE 49.) Those people still aboard on the lower decks are SEEN RUNNING OUT of the connecting ramp into the Starbase. Beverly is talking to Doctor Terence Epstein  a young man of twenty-six. She has her notes spread out on a table.,Info,Alert,Emergency,Emergency,FALSE,Decks One through Four to Cargo Transporters. Decks Five through Ten: Transporters: One-Two  Three-Four. Decks Six through Sixteen: Transporters: Five-Six  Seven-Eight  Nine-Ten. Decks Seventeen through Twenty-eight to Transporters: Eleven-Twelve  Thirteen-Fourteen. Decks Twenty-nine through Forty-two: Transporters: Fifteen-Sixteen  Seventeen-Eighteen  Nineteen-Twenty. This is not a drill.,Computer,TRUE,FALSE,223
116,Data,Computer  where are the captain and Commander Riker?,,Wake Word,Question,InfoSeek,Locate,FALSE,Computer  where are the captain and Commander Riker?,Person,TRUE,FALSE,236
116,Data,Computer  where are the captain and Commander Riker?,,Question,Question,InfoSeek,Locate,FALSE,Computer  where are the captain and Commander Riker?,Person,TRUE,FALSE,236
116,Computer Voice,All decks empty.,,Response,Response,InfoSeek,Locate,FALSE,All decks empty.,Computer,TRUE,FALSE,237
